PSDE,FuzzyEn,DE,SOH
0.194622943327665,-0.000175620624853798,0.542403160484036,1
0.193118531806833,-0.000171361770973131,0.541120331927374,0.986762087877215
0.194613119902941,-0.000173952171538132,0.541741409242464,0.98029811723093
0.19755615066441,-0.000182649468749308,0.542713203617102,0.976410647596954
0.197555967925423,-0.000181878425122975,0.542489342083061,0.969774929403019
0.198983432859494,-0.000185555574896747,0.542463181673441,0.965092997047722
0.201862745211304,-0.000193158153768499,0.544158061350791,0.960454365809346
0.205114550982016,-0.000202479936084579,0.544426863945845,0.955217884243465
0.20511472192899,-0.000202133100540177,0.544426863945845,0.949606689161672
0.206698355531028,-0.000205857106128897,0.544716108375161,0.944937253752119
0.209800808246256,-0.000215538419053591,0.546159728808645,0.940534564497056
0.209800820058323,-0.000215618378791721,0.546159728808645,0.936098711757562
0.212887970207223,-0.000225401818189594,0.546375726540593,0.931789424607792
0.214430148052857,-0.000231546178147024,0.547992400529729,0.927408792285659
0.215950329276433,-0.000235867881016193,0.548246853193764,0.92342450981864
0.218971052302485,-0.000247930664850417,0.548578741291133,0.915554897889227
0.221887787396434,-0.000259729566695833,0.550083622829287,0.906564354697124
0.223286824542126,-0.000266478900120868,0.550615389332871,0.90216311688979
0.224651651301064,-0.000271234455518243,0.549849063090722,0.897800008273639
0.224650235470246,-0.000272182484035339,0.549849063090722,0.893649830256761
0.227630783449953,-0.000286329065762116,0.551576742531335,0.889430138112279
0.227628262578773,-0.000285450300059059,0.552439169041688,0.884928031123855
0.23016529853771,-0.000291340444988083,0.552968017647348,0.881260498066246
0.230164377468924,-0.000292691888529319,0.553610860436774,0.877448910432743
0.235152247513794,-0.000309021341727199,0.552425807451773,0.873319348532714
0.235150092703146,-0.000308224828661143,0.552425807451773,0.869961390142727
0.237623247382127,-0.000316082776876326,0.553182768621562,0.866352555490723
0.240075444887964,-0.000324509063836532,0.555257583373158,0.861885866217059
0.240072604741218,-0.000323387822228379,0.554276490439389,0.859592529733001
0.240072274263922,-0.000323530654041838,0.554276490439389,0.856180013965642
0.247471934875462,-0.000352818180383842,0.555017557239239,0.852486354380808
0.24500532656595,-0.000342836092682939,0.555774553961024,0.84978581499593
0.249974750542129,-0.000362149840886447,0.556864873074752,0.844252082164283
0.249973018280787,-0.000360667176733928,0.555415015266811,0.842013471515308
0.249974381191583,-0.000360893903017661,0.555415015266811,0.835771849043337
0.2549861428259,-0.000383279740301971,0.558679366932069,0.834301189506296
0.25248802045104,-0.000371988886083175,0.558125810958387,0.832557648515493
0.254984270085147,-0.000382428565109102,0.557522843462879,0.829844252437537
0.257498561752897,-0.00039375481924792,0.558560338954559,0.826213958134246
0.254984428437503,-0.000383041201911193,0.557522843462879,0.824040193162584
0.254983588929155,-0.000381823741259066,0.557522843462879,0.820425343998803
0.257495973148578,-0.000391948852118284,0.558128807541662,0.817444278429666
0.262844247305686,-0.000417184938520388,0.561408654195647,0.813895641151904
0.260173108152688,-0.000404880247672345,0.558054938796381,0.812134153917634
0.260172582657773,-0.00040439915920859,0.558054938796381,0.806856687005638
0.265497494528559,-0.000429408773883146,0.560537765870399,0.80041446057371
0.262840251462264,-0.00041688128028664,0.560909035266846,0.797755986312564
0.273620504416389,-0.000471487938412911,0.561092802334939,0.794777101760337
0.268203435941996,-0.000441646369243331,0.560671969186112,0.793716505500328
0.268202358217067,-0.000443056596042854,0.560671969186112,0.791042410767076
0.27900637739508,-0.000502357916025614,0.56437288864676,0.785727152971125
0.268204144319191,-0.000441209602405663,0.56205426057333,0.785272658353005
0.27089776602905,-0.000455282229854755,0.561288628274249,0.78272819353836
0.273616796125461,-0.000470357279490663,0.561092802334939,0.779940331506113
0.270897331477939,-0.000455909311638917,0.561288628274249,0.777526203426346
0.270897217850631,-0.000456487914717519,0.561288628274249,0.775467180432338
0.281634590625606,-0.000518927453703304,0.564421170642262,0.772003712496287
0.270897742305731,-0.00045540838889154,0.561288628274249,0.771961203785914
0.270897288164364,-0.000455532137624911,0.561288628274249,0.769541175865878
0.285266883583959,-0.000534411901294344,0.565043589108042,0.765114321383211
0.273615663127128,-0.000468902932112737,0.561092802334939,0.765663138847334
0.273613954253497,-0.000470175883593322,0.561092802334939,0.763123506845238
0.292496411361822,-0.000573266881269093,0.569131537202068,0.760906832069343
0.279006783754495,-0.000502129564617955,0.56437288864676,0.760176041169416
0.279004599587975,-0.00050156195903285,0.56437288864676,0.758347235558479
0.29613427525738,-0.000593968034571457,0.568300724865348,0.752906329026194
0.29613427525738,-0.000593968034571457,0.568300724865348,0.752906329026194
0.281632770365899,-0.000518178682468146,0.564421170642262,0.752917039179028
0.279001203004,-0.000501637612394412,0.56437288864676,0.750800755071175
0.281633944353229,-0.000518237945699438,0.564421170642262,0.748380360040238
0.288871174836007,-0.00055443297805383,0.567043809902606,0.745280752359964
0.279002607813621,-0.0005008568432378,0.56437288864676,0.744030784139072
0.279000052786337,-0.0005006667223112,0.56437288864676,0.742387776738169
0.296133301983705,-0.000594596376378406,0.568300724865348,0.738433973428141
0.281630349769922,-0.000516459012621965,0.564421170642262,0.73845643074191
0.281627692766992,-0.000518193054475239,0.564421170642262,0.736474008267433
0.299815261936788,-0.000614320133550155,0.568212500669719,0.73117230091461
0.285263509240007,-0.000536015645467095,0.565043589108042,0.73274521518969
